GO ID	Freq
GO:0002920	4
GO:0006260	4
GO:0006606	4
GO:0006665	4
GO:0006687	4
GO:0006694	4
GO:0006813	4
GO:0006814	4
GO:0006816	4
GO:0006887	4
GO:0007033	4
GO:0007409	4
GO:0007588	4
GO:0007605	4
GO:0008211	4
GO:0008543	4
GO:0008654	4
GO:0009084	4
GO:0009306	4
GO:0014031	4
GO:0014033	4
GO:0016051	4
GO:0019216	4
GO:0019320	4
GO:0021700	4
GO:0022404	4
GO:0022405	4
GO:0022407	4
GO:0022612	4
GO:0023061	4
GO:0030258	4
GO:0030278	4
GO:0030308	4
GO:0030449	4
GO:0031214	4
GO:0032496	4
GO:0032943	4
GO:0033275	4
GO:0035270	4
GO:0035725	4
GO:0036075	4
GO:0042110	4
GO:0042461	4
GO:0042462	4
GO:0042471	4
GO:0042476	4
GO:0042493	4
GO:0043574	4
GO:0043583	4
GO:0044344	4
GO:0044744	4
GO:0045165	4
GO:0046530	4
GO:0046620	4
GO:0046651	4
GO:0046854	4
GO:0046883	4
GO:0048667	4
GO:0048706	4
GO:0048871	4
GO:0050673	4
GO:0050708	4
GO:0050954	4
GO:0051170	4
GO:0051402	4
GO:0051656	4
GO:0052547	4
GO:0055123	4
GO:0060420	4
GO:0061035	4
GO:0070482	4
GO:0070486	4
GO:0070489	4
GO:0070588	4
GO:0070613	4
GO:0070661	4
GO:0071375	4
GO:0071407	4
GO:0071435	4
GO:0071593	4
GO:0071774	4
GO:0072009	4
GO:0072593	4
GO:0086012	4
GO:0086069	4
GO:0090066	4
GO:0090092	4
GO:0090287	4
GO:0097191	4
GO:0098773	4
GO:0098901	4
GO:1901653	4
GO:1902532	4
GO:1902593	4
GO:1903034	4
GO:1903317	4
GO:1903959	4
GO:2000257	4
GO:2001233	4
GO:0001763	5
GO:0006006	5
GO:0006643	5
GO:0006644	5
GO:0006790	5
GO:0006979	5
GO:0007018	5
GO:0007159	5
GO:0007369	5
GO:0007530	5
GO:0008202	5
GO:0008652	5
GO:0009108	5
GO:0009612	5
GO:0009914	5
GO:0010817	5
GO:0010876	5
GO:0014032	5
GO:0016042	5
GO:0016052	5
GO:0030049	5
GO:0030335	5
GO:0030509	5
GO:0032970	5
GO:0033059	5
GO:0033500	5
GO:0035051	5
GO:0040017	5
GO:0042303	5
GO:0042445	5
GO:0042475	5
GO:0042593	5
GO:0042633	5
GO:0043588	5
GO:0044724	5
GO:0045785	5
GO:0045860	5
GO:0045926	5
GO:0046031	5
GO:0046486	5
GO:0046777	5
GO:0046879	5
GO:0051051	5
GO:0051052	5
GO:0051090	5
GO:0051091	5
GO:0051092	5
GO:0051188	5
GO:0051272	5
GO:0051899	5
GO:0055007	5
GO:0060419	5
GO:0061138	5
GO:0061564	5
GO:0070838	5
GO:0071772	5
GO:0071773	5
GO:0071900	5
GO:0072006	5
GO:0072073	5
GO:0072378	5
GO:0072511	5
GO:0086004	5
GO:0086010	5
GO:0086019	5
GO:0098900	5
GO:1901214	5
GO:1901605	5
GO:1902105	5
GO:1903115	5
GO:1903706	5
GO:2000147	5
GO:0001755	6
GO:0001819	6
GO:0002694	6
GO:0002696	6
GO:0003002	6
GO:0006875	6
GO:0007178	6
GO:0007179	6
GO:0007498	6
GO:0008544	6
GO:0014065	6
GO:0014066	6
GO:0016049	6
GO:0016485	6
GO:0017038	6
GO:0018200	6
GO:0030098	6
GO:0030099	6
GO:0030168	6
GO:0032042	6
GO:0033674	6
GO:0034504	6
GO:0048015	6
GO:0048017	6
GO:0048704	6
GO:0050962	6
GO:0051249	6
GO:0051604	6
GO:0051640	6
GO:0055001	6
GO:0055002	6
GO:0060307	6
GO:0060562	6
GO:0071417	6
GO:0071559	6
GO:0071560	6
GO:0086009	6
GO:0099625	6
GO:1901615	6
GO:0001701	7
GO:0002697	7
GO:0003341	7
GO:0005996	7
GO:0006029	7
GO:0006525	7
GO:0007368	7
GO:0009582	7
GO:0009584	7
GO:0009799	7
GO:0009855	7
GO:0015672	7
GO:0016064	7
GO:0017187	7
GO:0018108	7
GO:0018212	7
GO:0018214	7
GO:0019318	7
GO:0032844	7
GO:0034440	7
GO:0035268	7
GO:0035269	7
GO:0043270	7
GO:0043410	7
GO:0043434	7
GO:0044708	7
GO:0048514	7
GO:0048592	7
GO:0048762	7
GO:0050865	7
GO:0050867	7
GO:0051146	7
GO:0051251	7
GO:0060306	7
GO:0070997	7
GO:0071941	7
GO:0072376	7
GO:0072657	7
GO:0099622	7
GO:0099623	7
GO:1901652	7
GO:0000050	8
GO:0002449	8
GO:0003007	8
GO:0006091	8
GO:0008584	8
GO:0008589	8
GO:0009581	8
GO:0009583	8
GO:0010035	8
GO:0019627	8
GO:0019724	8
GO:0021537	8
GO:0030318	8
GO:0032392	8
GO:0035265	8
GO:0044283	8
GO:0046546	8
GO:0046661	8
GO:0048208	8
GO:0048638	8
GO:0048738	8
GO:0050727	8
GO:0050931	8
GO:0060485	8
GO:0090596	8
GO:0097502	8
GO:1901136	8
GO:0001822	9
GO:0002443	9
GO:0002460	9
GO:0002521	9
GO:0006937	9
GO:0007031	9
GO:0008406	9
GO:0009411	9
GO:0030326	9
GO:0035113	9
GO:0035239	9
GO:0036158	9
GO:0045137	9
GO:0046395	9
GO:0048066	9
GO:0060350	9
GO:1901565	9
GO:0001655	10
GO:0002062	10
GO:0006732	10
GO:0009314	10
GO:0016054	10
GO:0030198	10
GO:0035107	10
GO:0035637	10
GO:0036159	10
GO:0042113	10
GO:0042692	10
GO:0043062	10
GO:0048562	10
GO:0048608	10
GO:0055117	10
GO:0060349	10
GO:0061458	10
GO:0086005	10
GO:0086065	10
GO:0086091	10
GO:0090257	10
GO:1903509	10
GO:1904062	10
GO:0000226	11
GO:0002250	11
GO:0006022	11
GO:0006026	11
GO:0006027	11
GO:0006942	11
GO:0009416	11
GO:0010959	11
GO:0033013	11
GO:0034762	11
GO:0034765	11
GO:0043473	11
GO:0044282	11
GO:0048736	11
GO:0060173	11
GO:0061337	11
GO:0072001	11
GO:0086001	11
GO:0086002	11
GO:0001508	12
GO:0006520	12
GO:0006766	12
GO:0007548	12
GO:0009101	12
GO:0014706	12
GO:0030203	12
GO:0043010	12
GO:0044723	12
GO:0048568	12
GO:0048732	12
GO:0007517	13
GO:0008016	13
GO:0036297	13
GO:0051216	13
GO:0060048	13
GO:0060537	13
GO:0070286	13
GO:0086003	13
GO:0001578	14
GO:0006801	14
GO:0007596	14
GO:0009235	14
GO:0035082	14
GO:0044057	14
GO:0050817	14
GO:0061448	14
GO:0070085	14
GO:0070252	14
GO:1903522	14
GO:0001654	15
GO:0002027	15
GO:0003015	15
GO:0006399	15
GO:0006941	15
GO:0009100	15
GO:0030048	15
GO:0043413	15
GO:0051186	15
GO:0060047	15
GO:0060348	15
GO:0090087	15
GO:0006486	16
GO:0007389	16
GO:0007599	16
GO:0042391	16
GO:0003013	17
GO:0006936	17
GO:0007507	17
GO:0008015	17
GO:0030031	17
GO:0010927	18
GO:0035108	18
GO:0003012	19
GO:0006767	19
GO:0007423	19
GO:0050878	19
GO:0001503	20
GO:0042554	20
GO:0048705	20
GO:0050953	21
GO:0007601	22
GO:0060271	22
GO:0044782	24
GO:0001501	35
